,geo_value,time_value,direction,value,stderr,sample_size
0,01000,20200514,0.0,0.54694621695533,0.20484154796401,704.9828
1,01089,20200514,0.0,0.25296033293288,0.39936270865834,151.0326
2,01097,20200514,,2.0732751229444,1.3706511222437,108.0
3,02000,20200514,0.0,0.28011204481793,0.34675572928508,213.0
4,04000,20200514,-1.0,0.42517006802721,0.3475583698749,178.5016
5,04013,20200514,0.0,0.28303575930654,0.14071353890344,798.5416
6,04019,20200514,0.0,0.0,0.1523966971596,372.9643
7,04021,20200514,,0.0,0.3079742130021,111.3096
8,05000,20200514,0.0,0.74611173567677,0.22910936300209,673.0733
9,06000,20200514,0.0,0.4341899164977,0.1882054613935,958.1768
10,06001,20200514,0.0,0.0,0.2020805500276,255.0394
11,06013,20200514,0.0,0.0,0.16803074229877,265.9898
12,06019,20200514,0.0,0.42094910472219,0.37412687870826,222.8406
13,06029,20200514,0.0,0.0,0.22865272536659,227.7223
14,06037,20200514,0.0,0.51653872878038,0.24699573143411,750.856
15,06059,20200514,0.0,0.30309250351714,0.27946499486759,252.7141
16,06065,20200514,0.0,0.67226005902747,0.58030189176599,269.0015
17,06067,20200514,0.0,0.0,0.29989170182775,166.7354
18,06071,20200514,0.0,0.21892114782859,0.3337597687768,182.3023
19,06073,20200514,-1.0,0.0,0.15527237350564,381.0179
20,06075,20200514,0.0,0.0,0.29239320407829,171.0
21,06077,20200514,0.0,0.17915514494912,0.36141028942,147.5447
22,06079,20200514,,0.0,0.4072961673248,106.1276
23,06081,20200514,0.0,0.0,0.25565579360777,198.652
24,06083,20200514,-1.0,0.0,0.40059910268675,111.901
25,06085,20200514,0.0,0.53354232698849,0.4021735228455,329.7247
26,06095,20200514,,0.0,0.43517562777491,110.9688
27,06097,20200514,0.0,1.0070096284749,0.7599880614932,171.9088
28,06099,20200514,-1.0,0.0,0.35836996884576,137.1682
29,06107,20200514,-1.0,0.0,0.34481920985426,111.6118
30,06111,20200514,0.0,0.44631797819529,0.39315992519171,210.1289
31,08000,20200514,-1.0,0.74811371153302,0.23718966231835,694.982
32,08013,20200514,0.0,0.17442497938317,0.39809870438776,109.9626
33,08031,20200514,,0.35284470354899,0.48931322586896,101.7922
34,08041,20200514,1.0,0.6315551260088,0.4089547738484,284.2763
35,08069,20200514,-1.0,0.0,0.25654855114421,154.9265
36,09000,20200514,-1.0,0.45362903225806,0.4468860876981,220.9208
37,09001,20200514,-1.0,0.090018472752498,0.19165288357078,293.91
38,09003,20200514,0.0,0.0,0.20947503335023,262.5443
39,09009,20200514,0.0,0.0,0.19239462744443,287.9692
40,09011,20200514,0.0,0.0,0.47174940549059,104.6557
41,10000,20200514,-1.0,0.0,0.37313432835821,125.373
42,10003,20200514,0.0,0.53366105458338,0.48898046310426,175.6343
43,12000,20200514,0.0,0.18000447423158,0.093610964714229,1269.1386
44,12001,20200514,0.0,0.20994940324406,0.46153478551511,110.2898
45,12011,20200514,0.0,1.2091936378919,0.72792539990104,172.0
46,12031,20200514,-1.0,0.20142369843417,0.38191738006851,149.0326
47,12033,20200514,-1.0,0.0,0.38815136969857,125.8112
48,12057,20200514,0.0,0.11892697903164,0.22022722166458,255.6777
49,12071,20200514,0.0,0.088435631663899,0.21514538138385,238.4397
50,12073,20200514,-1.0,0.0,0.39901727167868,110.006
51,12081,20200514,0.0,0.13003899418537,0.34150412957132,156.0656
52,12083,20200514,0.0,0.24333251016752,0.40915139698688,127.4356
53,12086,20200514,1.0,0.87297037427756,0.75676481101551,150.9998
54,12095,20200514,0.0,0.10589046713287,0.31644056852154,157.5515
55,12099,20200514,1.0,0.22142465862606,0.38749759101193,154.2987
56,12101,20200514,0.0,0.17867865931346,0.32167826735552,168.4552
57,12103,20200514,0.0,0.10965841563758,0.1939427930309,380.0
58,12105,20200514,1.0,1.6555024827096,1.1914313439192,157.3155
59,12115,20200514,0.0,0.0,0.25752907548397,160.8753
60,12127,20200514,0.0,0.0,0.28213046515766,173.6073
61,13000,20200514,0.0,0.37398554766202,0.095511272293444,1545.0987
62,13121,20200514,0.0,0.0,0.32886078064431,109.8932
63,15003,20200514,0.0,0.13846767951567,0.28424013807519,202.0
64,16000,20200514,0.0,0.98328416912488,0.40940072098665,348.4136
65,16001,20200514,0.0,0.0,0.28085990934715,178.1351
66,17000,20200514,0.0,0.32327111836381,0.11403813357541,1281.7914
67,17031,20200514,0.0,0.24670944247478,0.11931499293648,958.9732
68,17043,20200514,0.0,0.025113928032405,0.18893770863972,290.5338
69,17089,20200514,0.0,0.0,0.21560744003433,166.9472
70,17097,20200514,1.0,0.5640579575281,0.62160535347477,131.2341
71,17111,20200514,-1.0,0.0,0.3859849059974,102.7031
72,17197,20200514,1.0,0.50317149224651,0.43580828822451,224.6013
73,17201,20200514,,0.41995060439515,0.48007916692906,137.2162
74,18000,20200514,-1.0,0.36997211271056,0.11579230571794,1125.3344
75,18003,20200514,0.0,0.53293171289914,0.60126571522813,156.6938
76,18089,20200514,0.0,0.22521423175166,0.35385071008531,179.4694
77,18097,20200514,-1.0,0.31839933906614,0.52354732523844,108.9022
78,18141,20200514,,0.18014507990198,0.47938841029181,100.5993
79,19000,20200514,0.0,0.89096826688365,0.2114704545023,840.3316
80,19113,20200514,,0.0,0.43899183022225,106.2855
81,19153,20200514,0.0,0.21602154445806,0.31209686488518,206.1222
82,20000,20200514,0.0,0.10996162803637,0.063917874070819,630.5682
83,20173,20200514,-1.0,0.081742669901478,0.29492647153998,176.433
84,21000,20200514,0.0,0.34622731614136,0.13820832808845,818.7786
85,21111,20200514,0.0,0.3500572200468,0.49813908506231,131.9682
86,22000,20200514,0.0,0.77656842362725,0.22368072844434,852.4738
87,22033,20200514,,0.45620497029562,0.64265057015368,103.5258
88,22051,20200514,,0.86618637533708,0.95275652550488,116.0
89,22071,20200514,,1.8455076262273,1.1105798118285,123.0
90,23000,20200514,0.0,0.42410714285714,0.28116472560799,431.0
91,23005,20200514,0.0,0.0,0.42041104155677,118.0
92,24000,20200514,-1.0,0.12345932985548,0.098385457112518,562.2901
93,24031,20200514,1.0,0.17302536966257,0.30982386001647,167.2192
94,24033,20200514,0.0,0.28373699290339,0.40658993517194,150.4828
95,25000,20200514,0.0,0.11261788529316,0.11530702046155,567.5365
96,25013,20200514,0.0,0.0,0.36439789504195,136.0018
97,25017,20200514,0.0,0.085183109111337,0.24695491727893,229.379
98,25027,20200514,0.0,0.21265881657628,0.25072960860114,284.0872
99,26000,20200514,0.0,0.27421680247843,0.085014799114952,1587.1694
100,26049,20200514,1.0,0.64389240229573,0.55227857366264,174.6604
101,26065,20200514,0.0,0.0,0.27976094911395,142.5197
102,26077,20200514,1.0,0.47649142067363,0.58073238194647,127.3732
103,26081,20200514,0.0,0.12827663887689,0.21388828464397,283.9263
104,26099,20200514,0.0,1.1781725776345,0.74719235406089,187.1924
105,26125,20200514,-1.0,0.085668764524869,0.14327798074479,516.6344
106,26139,20200514,0.0,0.20803342567877,0.3378939321434,146.0986
107,26161,20200514,0.0,0.0,0.20733127747311,176.1222
108,26163,20200514,1.0,1.562768077067,0.70398115830231,472.3168
109,27000,20200514,0.0,0.42987398942054,0.17546194555734,791.8808
110,27053,20200514,-1.0,0.11276802149963,0.30668985329951,172.4183
111,27123,20200514,0.0,0.56279419329337,0.54086631535119,167.8171
112,28000,20200514,-1.0,0.41393442622951,0.15646431003269,673.9948
113,29000,20200514,0.0,0.083391243919388,0.047714699104336,911.8699
114,29077,20200514,1.0,0.84637204826684,0.92328005076231,105.0676
115,29189,20200514,0.0,0.19472011259952,0.44073371516824,117.0017
116,30000,20200514,0.0,0.28542742398164,0.15441121728999,401.8278
117,31000,20200514,0.0,0.62057044962624,0.24146217431436,377.6533
118,31055,20200514,1.0,1.1106477254784,0.6706371639476,204.2739
119,32000,20200514,0.0,1.0989010989011,0.77431554144771,103.9246
120,32003,20200514,0.0,0.22944273327823,0.3354644695,222.0
121,32031,20200514,0.0,0.050631004615495,0.27516223077344,195.397
122,33000,20200514,0.0,0.46474358974359,0.32856301941878,279.0401
123,33011,20200514,0.0,0.30856431113782,0.41063180336372,184.9599
124,33015,20200514,,1.8334043813699,1.343527689466,111.0
125,34000,20200514,0.0,0.59001401468121,0.23115500341869,632.1245
126,34003,20200514,0.0,0.17003319427681,0.29016118370771,221.0
127,34017,20200514,0.0,0.58341568752088,0.71222943567915,117.0
128,34023,20200514,0.0,0.0,0.24741046225503,188.1464
129,34027,20200514,0.0,0.27072611281592,0.39705711761456,154.0996
130,34031,20200514,,0.52825704088896,0.64735674845108,112.4125
131,34035,20200514,,0.0,0.36905583152744,108.5844
132,34039,20200514,,0.0,0.41405262485772,111.6322
133,35000,20200514,0.0,0.42517006802721,0.33591516539371,312.521
134,35001,20200514,-1.0,0.0,0.30942266909995,156.1116
135,36000,20200514,0.0,0.26832581639651,0.098140298195282,1629.6647
136,36005,20200514,0.0,1.3350184521898,0.85529093885002,124.3445
137,36029,20200514,0.0,0.76370478312757,0.60376397741811,430.0059
138,36047,20200514,0.0,0.66774354829321,0.61303066311758,154.0
139,36055,20200514,1.0,0.4296445617826,0.31232852606181,344.8371
140,36059,20200514,0.0,0.14183988451294,0.39508888694177,133.4991
141,36061,20200514,0.0,1.3106256637866,1.064300033276,140.494
142,36067,20200514,1.0,0.57485118582815,0.46956900292643,222.1504
143,36071,20200514,0.0,0.0,0.37570988730964,121.0005
144,36081,20200514,0.0,2.1422450492318,1.1726690747507,152.0564
145,36103,20200514,1.0,0.88772164050233,0.68057723119842,170.606
146,36119,20200514,1.0,0.61950272819429,0.54773506674318,178.3406
147,37000,20200514,0.0,0.47475899644725,0.106014858823,1756.4661
148,37021,20200514,1.0,0.83018124607234,0.91695966241825,107.0166
149,37067,20200514,0.0,1.1362558959002,0.85469678293727,118.1978
150,37081,20200514,0.0,0.83355929243946,0.66993381266773,176.8063
151,37119,20200514,-1.0,0.0,0.34817175286217,131.3867
152,37183,20200514,0.0,0.081951140430779,0.21210689434092,234.1299
153,38000,20200514,0.0,0.80609046126287,0.46538945528292,240.1122
154,39000,20200514,1.0,0.59754049646431,0.12013893681884,1586.8821
155,39035,20200514,-1.0,0.26445588222874,0.27090112336187,278.6293
156,39049,20200514,0.0,0.0,0.23763276774334,198.0021
157,39061,20200514,1.0,0.49291591534524,0.55797473880833,157.5402
158,39093,20200514,0.0,0.0,0.3074703619084,138.7369
159,39095,20200514,0.0,0.12099673372214,0.28046639365617,198.0511
160,39099,20200514,,0.0,0.31879392326837,112.8257
161,39113,20200514,1.0,0.93595697725224,0.57702678809107,203.2082
162,39151,20200514,1.0,1.272810191548,0.63278751114934,166.6987
163,39153,20200514,0.0,0.60648690117108,0.46649004133813,225.4266
164,40000,20200514,0.0,0.16390614216701,0.1193196591186,608.672
165,40109,20200514,1.0,0.55933682066649,0.52723490689644,137.6893
166,40143,20200514,1.0,0.49602849770716,0.38001558351204,235.4519
167,41000,20200514,0.0,0.3443086997361,0.17136643944143,691.9177
168,41039,20200514,0.0,0.33753405769012,0.41952188244935,193.7887
169,41047,20200514,,0.64998120856331,0.63625305537673,114.7063
170,41051,20200514,0.0,0.45753517172061,0.44693194698425,140.5907
171,42000,20200514,0.0,0.8405687671211,0.17390005857814,1499.0105
172,42003,20200514,0.0,1.1972159632875,0.71321215480979,302.0563
173,42011,20200514,0.0,0.55357782730901,0.43790763928697,160.424
174,42017,20200514,0.0,0.0,0.29327762611853,135.1448
175,42029,20200514,1.0,0.86628633366075,0.94180812822657,111.5841
176,42041,20200514,0.0,0.32103720934838,0.43153069228449,155.4942
177,42043,20200514,1.0,0.71641767544599,0.7799403629024,126.7866
178,42049,20200514,0.0,1.1534996560881,0.86812010927849,152.7047
179,42071,20200514,0.0,0.15473910326132,0.28896024279729,204.2522
180,42077,20200514,0.0,0.0957520822743,0.28648162214546,136.0654
181,42079,20200514,0.0,1.1028972053257,0.8701300984672,123.2562
182,42091,20200514,0.0,0.63399991287632,0.59553702631054,167.3938
183,42095,20200514,0.0,0.0,0.37495452861097,113.2369
184,42101,20200514,0.0,0.4941498707432,0.55378627079227,196.9836
185,42133,20200514,0.0,0.44210794659804,0.49782756494416,163.6082
186,44000,20200514,0.0,0.63380281690141,0.56029017027431,141.997
187,44007,20200514,0.0,1.5810925269031,0.87129695215199,158.9985
188,45000,20200514,-1.0,0.45722484682337,0.1717462499956,799.7144
189,45019,20200514,-1.0,0.19514844206192,0.29821078895331,162.7034
190,45045,20200514,0.0,0.39099156077859,0.47094334504827,167.3513
191,45051,20200514,0.0,0.0,0.38292901490686,125.4377
192,45063,20200514,,0.97105448693089,0.90855111268189,104.1657
193,45079,20200514,0.0,0.10542785910746,0.33859481203765,126.6281
194,46000,20200514,0.0,0.42235801581596,0.23326454802611,258.211
195,47000,20200514,1.0,0.76764532076505,0.18368592348972,1019.1577
196,47065,20200514,-1.0,0.0,0.3588673612636,128.4405
197,47093,20200514,0.0,0.0,0.21108855074446,199.4734
198,47157,20200514,0.0,0.0,0.41724593438069,110.1828
199,48000,20200514,0.0,0.44558353762722,0.10142748441458,1918.641
200,48027,20200514,1.0,1.0663826133052,0.88961824386736,108.9938
201,48029,20200514,0.0,0.0,0.21231126130707,239.6901
202,48061,20200514,,0.94195394903719,1.0357808034889,104.0288
203,48085,20200514,0.0,0.0,0.31797005241063,125.7222
204,48113,20200514,0.0,0.62119675425354,0.33669996443061,275.549
205,48121,20200514,0.0,0.0,0.31526842509268,111.5763
206,48141,20200514,0.0,0.69467687820509,0.45975967547348,274.9055
207,48201,20200514,0.0,0.0,0.14989152064892,414.4496
208,48215,20200514,1.0,0.70529582634524,0.61519338887584,168.0426
209,48303,20200514,0.0,0.0,0.45471112470102,107.5746
210,48355,20200514,-1.0,0.0,0.43512285468593,108.3677
211,48439,20200514,1.0,0.2951073924654,0.32121278381609,238.2774
212,48453,20200514,1.0,0.24047789371687,0.21614611736406,296.5436
213,48491,20200514,0.0,0.0,0.27616469434118,151.8904
214,49000,20200514,0.0,0.59701492537313,0.43579249450851,305.1182
215,49035,20200514,0.0,0.38789235190288,0.46648114119583,192.6504
216,49049,20200514,0.0,0.0,0.28713408695009,169.3364
217,50000,20200514,-1.0,0.0,0.18181818181818,235.0005
218,51000,20200514,0.0,0.25170068027211,0.077999974110527,1976.1143
219,51059,20200514,0.0,0.0,0.2502355773642,183.6035
220,51810,20200514,0.0,0.0,0.26941074035556,188.0
221,53000,20200514,0.0,0.33119658119658,0.20591866025746,507.8286
222,53033,20200514,0.0,0.0,0.16893746391535,328.4814
223,53053,20200514,-1.0,0.040835189064819,0.17233706217044,326.6265
224,53061,20200514,0.0,0.0,0.22439282151596,222.5836
225,53063,20200514,,0.85350299688953,0.93718084798427,114.0551
226,53067,20200514,0.0,0.0,0.38821648852553,121.4192
227,54000,20200514,0.0,0.26578073089701,0.13388806644791,623.2858
228,55000,20200514,0.0,0.77803224488573,0.18168856331785,1217.0302
229,55025,20200514,0.0,0.47227332773108,0.33731393797182,272.9754
230,55079,20200514,,0.0,0.41362536580322,119.9782
231,56000,20200514,0.0,0.0,0.2,204.9901
